response,context,context/0,context/1,context/2,context/3,context/4,context/5
woh kal usay ghar le jana chahta tha .,mein shart lagaata hon ke aap ko usay ghaseetna para .,"oh, haan, mein usay kal wahan le gaya tha. is ne mujhe aik dekhaya jo usay waqai pasand tha .",kya aap jantay hain ke woh kon sa pasand kere ga ?,aur bohat ziyada khatay hain .,aik jo bohat bara nahi hoga .,mein usay un chhootey kutton mein se aik lau ga .,yeh usay bohat khush kere ga .
mausam kaisa hai ?,woh kal usay ghar le jana chahta tha .,mein shart lagaata hon ke aap ko usay ghaseetna para .,"oh, haan, mein usay kal wahan le gaya tha. is ne mujhe aik dekhaya jo usay waqai pasand tha .",kya aap jantay hain ke woh kon sa pasand kere ga ?,aur bohat ziyada khatay hain .,aik jo bohat bara nahi hoga .,mein usay un chhootey kutton mein se aik lau ga .
mujh nahi pata. mein abhi jaaga hon .,mausam kaisa hai ?,woh kal usay ghar le jana chahta tha .,mein shart lagaata hon ke aap ko usay ghaseetna para .,"oh, haan, mein usay kal wahan le gaya tha. is ne mujhe aik dekhaya jo usay waqai pasand tha .",kya aap jantay hain ke woh kon sa pasand kere ga ?,aur bohat ziyada khatay hain .,aik jo bohat bara nahi hoga .
tum bahar kyun nahi dekhte,mujh nahi pata. mein abhi jaaga hon .,mausam kaisa hai ?,woh kal usay ghar le jana chahta tha .,mein shart lagaata hon ke aap ko usay ghaseetna para .,"oh, haan, mein usay kal wahan le gaya tha. is ne mujhe aik dekhaya jo usay waqai pasand tha .",kya aap jantay hain ke woh kon sa pasand kere ga ?,aur bohat ziyada khatay hain .
theek hai. yeh barish ki terhan lagta hai .,tum bahar kyun nahi dekhte,mujh nahi pata. mein abhi jaaga hon .,mausam kaisa hai ?,woh kal usay ghar le jana chahta tha .,mein shart lagaata hon ke aap ko usay ghaseetna para .,"oh, haan, mein usay kal wahan le gaya tha. is ne mujhe aik dekhaya jo usay waqai pasand tha .",kya aap jantay hain ke woh kon sa pasand kere ga ?
tum aisa kyun kehte ho,theek hai. yeh barish ki terhan lagta hai .,tum bahar kyun nahi dekhte,mujh nahi pata. mein abhi jaaga hon .,mausam kaisa hai ?,woh kal usay ghar le jana chahta tha .,mein shart lagaata hon ke aap ko usay ghaseetna para .,"oh, haan, mein usay kal wahan le gaya tha. is ne mujhe aik dekhaya jo usay waqai pasand tha ."
aasman surmai hai .,tum aisa kyun kehte ho,theek hai. yeh barish ki terhan lagta hai .,tum bahar kyun nahi dekhte,mujh nahi pata. mein abhi jaaga hon .,mausam kaisa hai ?,woh kal usay ghar le jana chahta tha .,mein shart lagaata hon ke aap ko usay ghaseetna para .
kya abhi barish ho rahi hai ?,aasman surmai hai .,tum aisa kyun kehte ho,theek hai. yeh barish ki terhan lagta hai .,tum bahar kyun nahi dekhte,mujh nahi pata. mein abhi jaaga hon .,mausam kaisa hai ?,woh kal usay ghar le jana chahta tha .
nahi .,kya abhi barish ho rahi hai ?,aasman surmai hai .,tum aisa kyun kehte ho,theek hai. yeh barish ki terhan lagta hai .,tum bahar kyun nahi dekhte,mujh nahi pata. mein abhi jaaga hon .,mausam kaisa hai ?
tum kaisay jantay ho ?,nahi .,kya abhi barish ho rahi hai ?,aasman surmai hai .,tum aisa kyun kehte ho,theek hai. yeh barish ki terhan lagta hai .,tum bahar kyun nahi dekhte,mujh nahi pata. mein abhi jaaga hon .
gali giili nahi hai .,tum kaisay jantay ho ?,nahi .,kya abhi barish ho rahi hai ?,aasman surmai hai .,tum aisa kyun kehte ho,theek hai. yeh barish ki terhan lagta hai .,tum bahar kyun nahi dekhte
mujhe aaj shopping par jana hai .,gali giili nahi hai .,tum kaisay jantay ho ?,nahi .,kya abhi barish ho rahi hai ?,aasman surmai hai .,tum aisa kyun kehte ho,theek hai. yeh barish ki terhan lagta hai .
mein yaqeen nahi kar sakta ke yeh kitna garam hai .,mujhe aaj shopping par jana hai .,gali giili nahi hai .,tum kaisay jantay ho ?,nahi .,kya abhi barish ho rahi hai ?,aasman surmai hai .,tum aisa kyun kehte ho
abhi dopehar bhi nahi hui,mein yaqeen nahi kar sakta ke yeh kitna garam hai .,mujhe aaj shopping par jana hai .,gali giili nahi hai .,tum kaisay jantay ho ?,nahi .,kya abhi barish ho rahi hai ?,aasman surmai hai .
is ka matlab hai ke yeh garam ho jaye ga .,abhi dopehar bhi nahi hui,mein yaqeen nahi kar sakta ke yeh kitna garam hai .,mujhe aaj shopping par jana hai .,gali giili nahi hai .,tum kaisay jantay ho ?,nahi .,kya abhi barish ho rahi hai ?
mein garmi se mar raha hon .,is ka matlab hai ke yeh garam ho jaye ga .,abhi dopehar bhi nahi hui,mein yaqeen nahi kar sakta ke yeh kitna garam hai .,mujhe aaj shopping par jana hai .,gali giili nahi hai .,tum kaisay jantay ho ?,nahi .
air conditions aan karen .,mein garmi se mar raha hon .,is ka matlab hai ke yeh garam ho jaye ga .,abhi dopehar bhi nahi hui,mein yaqeen nahi kar sakta ke yeh kitna garam hai .,mujhe aaj shopping par jana hai .,gali giili nahi hai .,tum kaisay jantay ho ?
yeh kaam nahi karta .,air conditions aan karen .,mein garmi se mar raha hon .,is ka matlab hai ke yeh garam ho jaye ga .,abhi dopehar bhi nahi hui,mein yaqeen nahi kar sakta ke yeh kitna garam hai .,mujhe aaj shopping par jana hai .,gali giili nahi hai .
kya sunhwa ?,yeh kaam nahi karta .,air conditions aan karen .,mein garmi se mar raha hon .,is ka matlab hai ke yeh garam ho jaye ga .,abhi dopehar bhi nahi hui,mein yaqeen nahi kar sakta ke yeh kitna garam hai .,mujhe aaj shopping par jana hai .
Enter Urdu text to convert it to Roman Urdu text.,kya sunhwa ?,yeh kaam nahi karta .,air conditions aan karen .,mein garmi se mar raha hon .,is ka matlab hai ke yeh garam ho jaye ga .,abhi dopehar bhi nahi hui,mein yaqeen nahi kar sakta ke yeh kitna garam hai .
kya aap ne murammat karne walay ko bulaya ?,Enter Urdu text to convert it to Roman Urdu text.,kya sunhwa ?,yeh kaam nahi karta .,air conditions aan karen .,mein garmi se mar raha hon .,is ka matlab hai ke yeh garam ho jaye ga .,abhi dopehar bhi nahi hui
bilkul .,kya aap ne murammat karne walay ko bulaya ?,Enter Urdu text to convert it to Roman Urdu text.,kya sunhwa ?,yeh kaam nahi karta .,air conditions aan karen .,mein garmi se mar raha hon .,is ka matlab hai ke yeh garam ho jaye ga .
woh kab araha hai ?,bilkul .,kya aap ne murammat karne walay ko bulaya ?,Enter Urdu text to convert it to Roman Urdu text.,kya sunhwa ?,yeh kaam nahi karta .,air conditions aan karen .,mein garmi se mar raha hon .
jab mausam sarma aaye ga to mujhe khushi hogi .,woh kab araha hai ?,bilkul .,kya aap ne murammat karne walay ko bulaya ?,Enter Urdu text to convert it to Roman Urdu text.,kya sunhwa ?,yeh kaam nahi karta .,air conditions aan karen .
aisa kyun hai ?,jab mausam sarma aaye ga to mujhe khushi hogi .,woh kab araha hai ?,bilkul .,kya aap ne murammat karne walay ko bulaya ?,Enter Urdu text to convert it to Roman Urdu text.,kya sunhwa ?,yeh kaam nahi karta .
kyunkay mujhe barf se pyar hai .,aisa kyun hai ?,jab mausam sarma aaye ga to mujhe khushi hogi .,woh kab araha hai ?,bilkul .,kya aap ne murammat karne walay ko bulaya ?,Enter Urdu text to convert it to Roman Urdu text.,kya sunhwa ?
"jee haan, barf maza hai .",kyunkay mujhe barf se pyar hai .,aisa kyun hai ?,jab mausam sarma aaye ga to mujhe khushi hogi .,woh kab araha hai ?,bilkul .,kya aap ne murammat karne walay ko bulaya ?,Enter Urdu text to convert it to Roman Urdu text.
pichlle saal hum ne aik bara suno mean banaya tha .,"jee haan, barf maza hai .",kyunkay mujhe barf se pyar hai .,aisa kyun hai ?,jab mausam sarma aaye ga to mujhe khushi hogi .,woh kab araha hai ?,bilkul .,kya aap ne murammat karne walay ko bulaya ?
yeh kitna bara tha ?,pichlle saal hum ne aik bara suno mean banaya tha .,"jee haan, barf maza hai .",kyunkay mujhe barf se pyar hai .,aisa kyun hai ?,jab mausam sarma aaye ga to mujhe khushi hogi .,woh kab araha hai ?,bilkul .
yeh saat foot lamba tha .,yeh kitna bara tha ?,pichlle saal hum ne aik bara suno mean banaya tha .,"jee haan, barf maza hai .",kyunkay mujhe barf se pyar hai .,aisa kyun hai ?,jab mausam sarma aaye ga to mujhe khushi hogi .,woh kab araha hai ?
kitna waqt laga ?,yeh saat foot lamba tha .,yeh kitna bara tha ?,pichlle saal hum ne aik bara suno mean banaya tha .,"jee haan, barf maza hai .",kyunkay mujhe barf se pyar hai .,aisa kyun hai ?,jab mausam sarma aaye ga to mujhe khushi hogi .
is ne hamein sara din liya .,kitna waqt laga ?,yeh saat foot lamba tha .,yeh kitna bara tha ?,pichlle saal hum ne aik bara suno mean banaya tha .,"jee haan, barf maza hai .",kyunkay mujhe barf se pyar hai .,aisa kyun hai ?
kya tum ne usay naak di ?,is ne hamein sara din liya .,kitna waqt laga ?,yeh saat foot lamba tha .,yeh kitna bara tha ?,pichlle saal hum ne aik bara suno mean banaya tha .,"jee haan, barf maza hai .",kyunkay mujhe barf se pyar hai .
bilkul. hum ne usay naak ke liye aik barri gaajar di .,kya tum ne usay naak di ?,is ne hamein sara din liya .,kitna waqt laga ?,yeh saat foot lamba tha .,yeh kitna bara tha ?,pichlle saal hum ne aik bara suno mean banaya tha .,"jee haan, barf maza hai ."
mein bank ja raha hon .,bilkul. hum ne usay naak ke liye aik barri gaajar di .,kya tum ne usay naak di ?,is ne hamein sara din liya .,kitna waqt laga ?,yeh saat foot lamba tha .,yeh kitna bara tha ?,pichlle saal hum ne aik bara suno mean banaya tha .
aap ko kya karne ki zaroorat hai ?,mein bank ja raha hon .,bilkul. hum ne usay naak ke liye aik barri gaajar di .,kya tum ne usay naak di ?,is ne hamein sara din liya .,kitna waqt laga ?,yeh saat foot lamba tha .,yeh kitna bara tha ?
mujhe kuch paisay nikaalte ki zaroorat hai .,aap ko kya karne ki zaroorat hai ?,mein bank ja raha hon .,bilkul. hum ne usay naak ke liye aik barri gaajar di .,kya tum ne usay naak di ?,is ne hamein sara din liya .,kitna waqt laga ?,yeh saat foot lamba tha .
aap yeh kaisay karne ja rahay hain ?,mujhe kuch paisay nikaalte ki zaroorat hai .,aap ko kya karne ki zaroorat hai ?,mein bank ja raha hon .,bilkul. hum ne usay naak ke liye aik barri gaajar di .,kya tum ne usay naak di ?,is ne hamein sara din liya .,kitna waqt laga ?
mein sirf ae tea am istemaal karoon ga .,aap yeh kaisay karne ja rahay hain ?,mujhe kuch paisay nikaalte ki zaroorat hai .,aap ko kya karne ki zaroorat hai ?,mein bank ja raha hon .,bilkul. hum ne usay naak ke liye aik barri gaajar di .,kya tum ne usay naak di ?,is ne hamein sara din liya .
yeh kya hai ?,mein sirf ae tea am istemaal karoon ga .,aap yeh kaisay karne ja rahay hain ?,mujhe kuch paisay nikaalte ki zaroorat hai .,aap ko kya karne ki zaroorat hai ?,mein bank ja raha hon .,bilkul. hum ne usay naak ke liye aik barri gaajar di .,kya tum ne usay naak di ?
yeh khudkaar tailor machine hai .,yeh kya hai ?,mein sirf ae tea am istemaal karoon ga .,aap yeh kaisay karne ja rahay hain ?,mujhe kuch paisay nikaalte ki zaroorat hai .,aap ko kya karne ki zaroorat hai ?,mein bank ja raha hon .,bilkul. hum ne usay naak ke liye aik barri gaajar di .
kya yeh aap ko paisay deta hai ?,yeh khudkaar tailor machine hai .,yeh kya hai ?,mein sirf ae tea am istemaal karoon ga .,aap yeh kaisay karne ja rahay hain ?,mujhe kuch paisay nikaalte ki zaroorat hai .,aap ko kya karne ki zaroorat hai ?,mein bank ja raha hon .
mein sirf apna debt card machine mein dalta hon .,kya yeh aap ko paisay deta hai ?,yeh khudkaar tailor machine hai .,yeh kya hai ?,mein sirf ae tea am istemaal karoon ga .,aap yeh kaisay karne ja rahay hain ?,mujhe kuch paisay nikaalte ki zaroorat hai .,aap ko kya karne ki zaroorat hai ?
aur yeh aap ko paisay deta hai ?,mein sirf apna debt card machine mein dalta hon .,kya yeh aap ko paisay deta hai ?,yeh khudkaar tailor machine hai .,yeh kya hai ?,mein sirf ae tea am istemaal karoon ga .,aap yeh kaisay karne ja rahay hain ?,mujhe kuch paisay nikaalte ki zaroorat hai .
"theek hai, yeh mujhe paisay deta hai, lekin yeh mera apna paisa hai .",aur yeh aap ko paisay deta hai ?,mein sirf apna debt card machine mein dalta hon .,kya yeh aap ko paisay deta hai ?,yeh khudkaar tailor machine hai .,yeh kya hai ?,mein sirf ae tea am istemaal karoon ga .,aap yeh kaisay karne ja rahay hain ?
kya aap ne neelay rang ke dabbay ko bahar sarrak par rakha hai ?,"theek hai, yeh mujhe paisay deta hai, lekin yeh mera apna paisa hai .",aur yeh aap ko paisay deta hai ?,mein sirf apna debt card machine mein dalta hon .,kya yeh aap ko paisay deta hai ?,yeh khudkaar tailor machine hai .,yeh kya hai ?,mein sirf ae tea am istemaal karoon ga .
arrey nahi. mein bhool gaya .,kya aap ne neelay rang ke dabbay ko bahar sarrak par rakha hai ?,"theek hai, yeh mujhe paisay deta hai, lekin yeh mera apna paisa hai .",aur yeh aap ko paisay deta hai ?,mein sirf apna debt card machine mein dalta hon .,kya yeh aap ko paisay deta hai ?,yeh khudkaar tailor machine hai .,yeh kya hai ?
"theek hai, behtar hai ke aap usay samnay le jayen .",arrey nahi. mein bhool gaya .,kya aap ne neelay rang ke dabbay ko bahar sarrak par rakha hai ?,"theek hai, yeh mujhe paisay deta hai, lekin yeh mera apna paisa hai .",aur yeh aap ko paisay deta hai ?,mein sirf apna debt card machine mein dalta hon .,kya yeh aap ko paisay deta hai ?,yeh khudkaar tailor machine hai .
ree cycle truck kitney bujey aata hai ?,"theek hai, behtar hai ke aap usay samnay le jayen .",arrey nahi. mein bhool gaya .,kya aap ne neelay rang ke dabbay ko bahar sarrak par rakha hai ?,"theek hai, yeh mujhe paisay deta hai, lekin yeh mera apna paisa hai .",aur yeh aap ko paisay deta hai ?,mein sirf apna debt card machine mein dalta hon .,kya yeh aap ko paisay deta hai ?
"yeh aam tor par mangal ko dopehar ko yahan aata hai, jo kal hai .",ree cycle truck kitney bujey aata hai ?,"theek hai, behtar hai ke aap usay samnay le jayen .",arrey nahi. mein bhool gaya .,kya aap ne neelay rang ke dabbay ko bahar sarrak par rakha hai ?,"theek hai, yeh mujhe paisay deta hai, lekin yeh mera apna paisa hai .",aur yeh aap ko paisay deta hai ?,mein sirf apna debt card machine mein dalta hon .
mein usay kal subah sarrak par le jaoon ga .,"yeh aam tor par mangal ko dopehar ko yahan aata hai, jo kal hai .",ree cycle truck kitney bujey aata hai ?,"theek hai, behtar hai ke aap usay samnay le jayen .",arrey nahi. mein bhool gaya .,kya aap ne neelay rang ke dabbay ko bahar sarrak par rakha hai ?,"theek hai, yeh mujhe paisay deta hai, lekin yeh mera apna paisa hai .",aur yeh aap ko paisay deta hai ?
"oh, nahi, aap nahi karte .",mein usay kal subah sarrak par le jaoon ga .,"yeh aam tor par mangal ko dopehar ko yahan aata hai, jo kal hai .",ree cycle truck kitney bujey aata hai ?,"theek hai, behtar hai ke aap usay samnay le jayen .",arrey nahi. mein bhool gaya .,kya aap ne neelay rang ke dabbay ko bahar sarrak par rakha hai ?,"theek hai, yeh mujhe paisay deta hai, lekin yeh mera apna paisa hai ."
tumhara kya matlab hai,"oh, nahi, aap nahi karte .",mein usay kal subah sarrak par le jaoon ga .,"yeh aam tor par mangal ko dopehar ko yahan aata hai, jo kal hai .",ree cycle truck kitney bujey aata hai ?,"theek hai, behtar hai ke aap usay samnay le jayen .",arrey nahi. mein bhool gaya .,kya aap ne neelay rang ke dabbay ko bahar sarrak par rakha hai ?
har subah aap der se uthte hain aur der se kaam karne ke liye jaldi karte hain .,tumhara kya matlab hai,"oh, nahi, aap nahi karte .",mein usay kal subah sarrak par le jaoon ga .,"yeh aam tor par mangal ko dopehar ko yahan aata hai, jo kal hai .",ree cycle truck kitney bujey aata hai ?,"theek hai, behtar hai ke aap usay samnay le jayen .",arrey nahi. mein bhool gaya .
kya aap ko lagta hai ke mein yeh karna bhool jaoon ga ?,har subah aap der se uthte hain aur der se kaam karne ke liye jaldi karte hain .,tumhara kya matlab hai,"oh, nahi, aap nahi karte .",mein usay kal subah sarrak par le jaoon ga .,"yeh aam tor par mangal ko dopehar ko yahan aata hai, jo kal hai .",ree cycle truck kitney bujey aata hai ?,"theek hai, behtar hai ke aap usay samnay le jayen ."
"aap usay karna yaad rakhen ge, lekin aap ke paas aisa karne ka waqt nahi hoga .",kya aap ko lagta hai ke mein yeh karna bhool jaoon ga ?,har subah aap der se uthte hain aur der se kaam karne ke liye jaldi karte hain .,tumhara kya matlab hai,"oh, nahi, aap nahi karte .",mein usay kal subah sarrak par le jaoon ga .,"yeh aam tor par mangal ko dopehar ko yahan aata hai, jo kal hai .",ree cycle truck kitney bujey aata hai ?
kya aap tayyar hain ?,"aap usay karna yaad rakhen ge, lekin aap ke paas aisa karne ka waqt nahi hoga .",kya aap ko lagta hai ke mein yeh karna bhool jaoon ga ?,har subah aap der se uthte hain aur der se kaam karne ke liye jaldi karte hain .,tumhara kya matlab hai,"oh, nahi, aap nahi karte .",mein usay kal subah sarrak par le jaoon ga .,"yeh aam tor par mangal ko dopehar ko yahan aata hai, jo kal hai ."
kis cheez ke liye tayyar hain ?,kya aap tayyar hain ?,"aap usay karna yaad rakhen ge, lekin aap ke paas aisa karne ka waqt nahi hoga .",kya aap ko lagta hai ke mein yeh karna bhool jaoon ga ?,har subah aap der se uthte hain aur der se kaam karne ke liye jaldi karte hain .,tumhara kya matlab hai,"oh, nahi, aap nahi karte .",mein usay kal subah sarrak par le jaoon ga .
barray switch ke liye tayyar hain .,kis cheez ke liye tayyar hain ?,kya aap tayyar hain ?,"aap usay karna yaad rakhen ge, lekin aap ke paas aisa karne ka waqt nahi hoga .",kya aap ko lagta hai ke mein yeh karna bhool jaoon ga ?,har subah aap der se uthte hain aur der se kaam karne ke liye jaldi karte hain .,tumhara kya matlab hai,"oh, nahi, aap nahi karte ."
aap kya ke rahay ho ?,barray switch ke liye tayyar hain .,kis cheez ke liye tayyar hain ?,kya aap tayyar hain ?,"aap usay karna yaad rakhen ge, lekin aap ke paas aisa karne ka waqt nahi hoga .",kya aap ko lagta hai ke mein yeh karna bhool jaoon ga ?,har subah aap der se uthte hain aur der se kaam karne ke liye jaldi karte hain .,tumhara kya matlab hai
qoum digital TV ki taraf ja rahi hai .,aap kya ke rahay ho ?,barray switch ke liye tayyar hain .,kis cheez ke liye tayyar hain ?,kya aap tayyar hain ?,"aap usay karna yaad rakhen ge, lekin aap ke paas aisa karne ka waqt nahi hoga .",kya aap ko lagta hai ke mein yeh karna bhool jaoon ga ?,har subah aap der se uthte hain aur der se kaam karne ke liye jaldi karte hain .
oh yaqeenan mein tayyar hon .,qoum digital TV ki taraf ja rahi hai .,aap kya ke rahay ho ?,barray switch ke liye tayyar hain .,kis cheez ke liye tayyar hain ?,kya aap tayyar hain ?,"aap usay karna yaad rakhen ge, lekin aap ke paas aisa karne ka waqt nahi hoga .",kya aap ko lagta hai ke mein yeh karna bhool jaoon ga ?
kya aap ne  khareeda hai ?,oh yaqeenan mein tayyar hon .,qoum digital TV ki taraf ja rahi hai .,aap kya ke rahay ho ?,barray switch ke liye tayyar hain .,kis cheez ke liye tayyar hain ?,kya aap tayyar hain ?,"aap usay karna yaad rakhen ge, lekin aap ke paas aisa karne ka waqt nahi hoga ."
"nahi, mujhe  ki zaroorat nahi hai kyunkay mein ne digital TV khareeda hai .",kya aap ne  khareeda hai ?,oh yaqeenan mein tayyar hon .,qoum digital TV ki taraf ja rahi hai .,aap kya ke rahay ho ?,barray switch ke liye tayyar hain .,kis cheez ke liye tayyar hain ?,kya aap tayyar hain ?
woh kitna tha ?,"nahi, mujhe  ki zaroorat nahi hai kyunkay mein ne digital TV khareeda hai .",kya aap ne  khareeda hai ?,oh yaqeenan mein tayyar hon .,qoum digital TV ki taraf ja rahi hai .,aap kya ke rahay ho ?,barray switch ke liye tayyar hain .,kis cheez ke liye tayyar hain ?
